licno,address,capacity,boro,bbl,factype,cd,zipcode,juris,longitude,latitude,TableDate
2097363-DCA,353 WEST ST,3500,Manhattan,1006560001.0,Garage,102.0,10014.0,NYCDCWP,-74.0130359,40.7293508,2022_08
2097371-DCA,301 E 40TH ST,108,Manhattan,1013330001.0,Garage,106.0,10017.0,NYCDCWP,-73.9724988,40.7485588,2022_08
2097358-DCA,225 W 56TH ST,146,Manhattan,1010287501.0,Garage,105.0,10019.0,NYCDCWP,-73.9825528,40.7659734,2022_08
2097356-DCA,350 E 82ND ST,53,Manhattan,1015447501.0,Garage,108.0,10028.0,NYCDCWP,-73.95191209999999,40.774314200000006,2022_08
2097373-DCA,256 W 46TH ST,90,Manhattan,1010170058.0,Parking Lot,105.0,10036.0,NYCDCWP,-73.9876116,40.7593592,2022_08
2097646-DCA,90 PARK AVE,150,Manhattan,1008690034.0,Garage,106.0,10016.0,NYCDCWP,-73.979359,40.750745,2022_08
1134501-DCA,220 SOUTH ST,63,Manhattan,1002500001.0,Parking Lot,103.0,10002.0,NYCDCWP,-73.9950693,40.7096523,2022_08
2097541-DCA,211 N END AVE,25,Manhattan,1000160185.0,Garage,101.0,10282.0,NYCDCWP,-74.015461,40.7162855,2022_08
2097539-DCA,20 RIVER TERRACE,41,Manhattan,1000160180.0,Garage,101.0,10282.0,NYCDCWP,-74.0161357,40.716573600000004,2022_08
2010314-DCA,53 BROADWAY,60,Brooklyn,3024707501.0,Parking Lot,301.0,11249.0,NYCDCWP,-73.96607579999998,40.7108084,2022_08
1325492-DCA,181 E 119TH ST,27,Manhattan,1017680033.0,Garage,111.0,10035.0,NYCDCWP,-73.93877859999999,40.8002429,2022_08
0928867-DCA,6940 AUSTIN ST,183,Queens,4032340150.0,Garage,406.0,11375.0,NYCDCWP,-73.84778850000001,40.721008399999995,2022_08
2093859-DCA,150 E 24TH ST,63,Manhattan,1008790052.0,Garage and Parking Lot,106.0,10010.0,NYCDCWP,-73.9838623,40.7397558,2022_08
2080358-DCA,837 64TH ST,115,Brooklyn,3057350017.0,Parking Lot,310.0,11220.0,NYCDCWP,-74.0103905,40.6327735,2022_08
1245038-DCA,8806 VAN WYCK EXPY,990,Queens,4093420007.0,Garage,409.0,11418.0,NYCDCWP,-73.8173245,40.7018084,2022_08
1245136-DCA,14601 45TH AVE,200,Queens,4051990021.0,Parking Lot,407.0,11355.0,NYCDCWP,-73.8168738,40.755613200000006,2022_08
1445860-DCA,270 DYCKMAN ST,225,Manhattan,1022460043.0,Garage,112.0,10034.0,NYCDCWP,-73.9292376,40.8666595,2022_08
0926752-DCA,15 WORTH ST,139,Manhattan,1001790001.0,Parking Lot,101.0,10013.0,NYCDCWP,-74.0077776,40.7180182,2022_08
2054967-DCA,1560 INWOOD AVE,35,Bronx,2028590034.0,Parking Lot,204.0,10452.0,NYCDCWP,-73.9158489,40.844270200000004,2022_08
1070440-DCA,145 E 81ST ST,22,Manhattan,1015100020.0,Garage,108.0,10028.0,NYCDCWP,-73.9575756,40.776372200000004,2022_08
1126345-DCA,350 E 79TH ST,83,Manhattan,1014530027.0,Garage,108.0,10075.0,NYCDCWP,-73.95331440000001,40.7722727,2022_08
2046301-DCA,3157 31ST ST,112,Queens,4006137502.0,Garage,401.0,11106.0,NYCDCWP,-73.92444590000001,40.7626727,2022_08
1431478-DCA,70 W 95TH ST,142,Manhattan,1012080001.0,Garage,107.0,10025.0,NYCDCWP,-73.9676814,40.7916335,2022_08
2057554-DCA,152 INDIA ST,17,Brooklyn,3025410012.0,Parking Lot,301.0,11222.0,NYCDCWP,-73.9538043,40.7321804,2022_08
1386288-DCA,22 N 6TH ST,167,Brooklyn,3023327502.0,Garage,301.0,11249.0,NYCDCWP,-73.963535,40.72006029999999,2022_08
2097061-DCA,101 PARK AVE,124,Manhattan,1012950001.0,Garage,105.0,10016.0,NYCDCWP,-73.9777565,40.7508737,2022_08
2097100-DCA,16 W 16TH ST,99,Manhattan,1008170029.0,Garage,105.0,10011.0,NYCDCWP,-73.993862,40.7374319,2022_08
2097103-DCA,200 RECTOR PL,134,Manhattan,1000167508.0,Garage,101.0,10280.0,NYCDCWP,-74.0164006,40.708471,2022_08
1416505-DCA,60 RIVERSIDE BLVD,113,Manhattan,1011717508.0,Garage,107.0,10069.0,NYCDCWP,-73.990786,40.774488500000004,2022_08
2001477-DCA,300 CADMAN PLAZA W,349,Brooklyn,3002390001.0,Garage,302.0,11201.0,NYCDCWP,-73.9914389,40.6951268,2022_08
2097128-DCA,146 3RD AVE,55,Manhattan,1008710039.0,Garage,106.0,10003.0,NYCDCWP,-73.98700290000001,40.734362700000005,2022_08
2100413-DCA,1533 YORK AVE,114,Manhattan,1015610021.0,Garage,108.0,10028.0,NYCDCWP,-73.9497213,40.7732263,2022_08
2051678-DCA,10736 QUEENS BLVD,69,Queens,4032397501.0,Garage,406.0,11375.0,NYCDCWP,-73.8450064,40.7213066,2022_08
1081571-DCA,300 E 56TH ST,300,Manhattan,1013480049.0,Garage,106.0,10022.0,NYCDCWP,-73.965301,40.758018,2022_08
1299171-DCA,13511 40TH RD,45,Queens,4050367501.0,Garage,407.0,11354.0,NYCDCWP,-73.8312208,40.7586928,2022_08
2054403-DCA,155 W 36TH ST,149,Manhattan,1008127501.0,Garage,105.0,10018.0,NYCDCWP,-73.9891361,40.7522807,2022_08
2003561-DCA,2915 40TH RD,55,Queens,4004020016.0,Garage,401.0,11101.0,NYCDCWP,-73.9353512,40.751587799999996,2022_08
2097212-DCA,300 N END AVE,32,Manhattan,1000167519.0,Garage,101.0,10282.0,NYCDCWP,-74.01435,40.7166122,2022_08
2056770-DCA,2500 JOHNSON AVE,189,Bronx,2057160500.0,Garage,208.0,10463.0,NYCDCWP,-73.91773149999999,40.876760600000004,2022_08
2091839-DCA,2728 THOMSON AVE,200,Queens,4000827501.0,Garage,402.0,11101.0,NYCDCWP,-73.9417555,40.7457312,2022_08
2097189-DCA,3059 WEBSTER AVE,26,Bronx,2033310073.0,Parking Lot,207.0,10467.0,NYCDCWP,-73.87887420000001,40.8704218,2022_08
2097211-DCA,200 N END AVE,62,Manhattan,1000167520.0,Garage,101.0,10282.0,NYCDCWP,-74.01475390000002,40.7159726,2022_08
2097161-DCA,225 CENTRAL PARK W,58,Manhattan,1011960029.0,Garage and Parking Lot,107.0,10024.0,NYCDCWP,-73.9714157,40.7830956,2022_08
2073692-DCA,555 W 57TH ST,84,Manhattan,1010867502.0,Garage,104.0,10019.0,NYCDCWP,-73.9904906,40.7704016,2022_08
2067173-DCA,8015 41ST AVE,98,Queens,4014910021.0,Garage and Parking Lot,404.0,11373.0,NYCDCWP,-73.8851196,40.746295200000006,2022_08
0926760-DCA,32 GREAT JONES ST,60,Manhattan,1005310052.0,Parking Lot,102.0,10012.0,NYCDCWP,-73.9927553,40.7271281,2022_08
2097955-DCA,18 SPENCER ST,80,Brooklyn,3017150043.0,Garage,303.0,11205.0,NYCDCWP,-73.9562043,40.6984015,2022_08
2070245-DCA,33 W 56TH ST,76,Manhattan,1012727501.0,Garage,105.0,10019.0,NYCDCWP,-73.97614229999999,40.763244,2022_08
2094858-DCA,115 STANWIX ST,65,Brooklyn,3031390021.0,Garage and Parking Lot,304.0,11206.0,NYCDCWP,-73.93552199999999,40.701913299999994,2022_08
1239839-DCA,4 W 21ST ST,105,Manhattan,1008220045.0,Garage,105.0,10010.0,NYCDCWP,-73.9914223,40.740404299999994,2022_08
2051104-DCA,380 LENOX AVE,77,Manhattan,1017277501.0,Garage and Parking Lot,110.0,10027.0,NYCDCWP,-73.94307890000002,40.8103787,2022_08
2046925-DCA,167 E 84TH ST,75,Manhattan,1015137501.0,Garage,108.0,10028.0,NYCDCWP,-73.9552313,40.7778754,2022_08
1245036-DCA,601 AMBOY ST,950,Brooklyn,3036320019.0,Garage,316.0,11212.0,NYCDCWP,-73.91047579999999,40.655268299999996,2022_08
2051057-DCA,2561/2579 BROADWAY,200,Manhattan,1018687501.0,Garage,107.0,10025.0,NYCDCWP,-73.97206059999999,40.795230200000006,2022_08
0959361-DCA,115 E 75TH ST,165,Manhattan,1014100011.0,Garage,108.0,10021.0,NYCDCWP,-73.9611413,40.7727724,2022_08
2046692-DCA,160 W 10TH ST,200,Manhattan,1006100017.0,Garage,102.0,10014.0,NYCDCWP,-74.00192320000001,40.7342097,2022_08
2097495-DCA,390 PARK AVE,150,Manhattan,1012890036.0,Garage,105.0,10022.0,NYCDCWP,-73.9728733,40.75959,2022_08
1460704-DCA,10 W END AVE,150,Manhattan,1011517502.0,Garage,107.0,10023.0,NYCDCWP,-73.98991629999999,40.7717959,2022_08
0367318-DCA,700 PARK AVE,51,Manhattan,1013840032.0,Garage,108.0,10021.0,NYCDCWP,-73.9655152,40.76953220000001,2022_08
2097391-DCA,301 E 22ND ST,53,Manhattan,1009280001.0,Garage,106.0,10010.0,NYCDCWP,-73.9807849,40.737208200000005,2022_08
2046511-DCA,122 W 3RD ST,300,Manhattan,1005430015.0,Garage,102.0,10012.0,NYCDCWP,-74.00075770000001,40.730444,2022_08
2002574-DCA,4235 MAIN ST,298,Queens,4051357502.0,Garage and Parking Lot,407.0,11355.0,NYCDCWP,-73.8275348,40.7547541,2022_08
0367970-DCA,191 E 71ST ST,62,Manhattan,1014060041.0,Garage,108.0,10021.0,NYCDCWP,-73.9612551,40.7695336,2022_08
1079092-DCA,333 W 26TH ST,839,Manhattan,1007510001.0,Garage,104.0,10001.0,NYCDCWP,-73.9979681,40.7484632,2022_08
1413298-DCA,8 E 83RD ST,48,Manhattan,1014940059.0,Garage,108.0,10028.0,NYCDCWP,-73.9609752,40.7789617,2022_08
1251102-DCA,580 FLATBUSH AVE,88,Brooklyn,3050260100.0,Garage,309.0,11225.0,NYCDCWP,-73.9612218,40.6594413,2022_08
1312853-DCA,420 E 53RD ST,270,Manhattan,1013640005.0,Garage,106.0,10022.0,NYCDCWP,-73.9642738,40.755122,2022_08
2088361-DCA,2355 WEBSTER AVE,65,Bronx,2030240069.0,Garage,205.0,10458.0,NYCDCWP,-73.89495129999999,40.8578586,2022_08
1413026-DCA,420 E 51ST ST,105,Manhattan,1013620041.0,Garage,106.0,10022.0,NYCDCWP,-73.9651587,40.7540298,2022_08
1470793-DCA,301 E 63RD ST,39,Manhattan,1014380001.0,Garage,108.0,10065.0,NYCDCWP,-73.96206020000001,40.763168799999995,2022_08
2096486-DCA,256 UTICA AVE,81,Brooklyn,3013840052.0,Garage,308.0,11213.0,NYCDCWP,-73.9319336,40.6700033,2022_08
0976776-DCA,2425 SEDGWICK AVE,495,Bronx,2032360175.0,Garage,207.0,10468.0,NYCDCWP,-73.9088585,40.865648900000004,2022_08
1403604-DCA,1730 JEROME AVE,33,Bronx,2028490009.0,Garage and Parking Lot,205.0,10453.0,NYCDCWP,-73.9123573,40.8471194,2022_08
1250358-DCA,1120 AVENUE OF THE AMERICAS,648,Manhattan,1012590001.0,Garage,105.0,10036.0,NYCDCWP,-73.98285870000001,40.755598299999996,2022_08
0926763-DCA,167 FRONT ST,72,Manhattan,1000720019.0,Parking Lot,101.0,10038.0,NYCDCWP,-74.0046311,40.706139,2022_08
2090536-DCA,212 S OXFORD ST,45,Brooklyn,3020047501.0,Garage,302.0,11217.0,NYCDCWP,-73.9733298,40.6832611,2022_08
0926755-DCA,375 LAFAYETTE ST,67,Manhattan,1005310017.0,Parking Lot,102.0,10012.0,NYCDCWP,-73.993163,40.727295500000004,2022_08
1040211-DCA,507 W 21ST ST,49,Manhattan,1006930028.0,Parking Lot,104.0,10011.0,NYCDCWP,-74.00543509999999,40.746947999999996,2022_08
1387896-DCA,3480 3RD AVE,125,Bronx,2026097501.0,Garage,203.0,10456.0,NYCDCWP,-73.9059697,40.8298666,2022_08
2041027-DCA,189 SCHERMERHORN ST,200,Brooklyn,3001647502.0,Garage,302.0,11201.0,NYCDCWP,-73.9864671,40.6895297,2022_08
2059499-DCA,412 E 55TH ST,20,Manhattan,1013660039.0,Garage,106.0,10022.0,NYCDCWP,-73.9630928,40.7564253,2022_08
1037989-DCA,307 W 44TH ST,71,Manhattan,1010350025.0,Parking Lot,104.0,10036.0,NYCDCWP,-73.9893407,40.7589889,2022_08
1251487-DCA,3976 10TH AVE,77,Manhattan,1022300021.0,Parking Lot,112.0,10034.0,NYCDCWP,-73.9167191,40.8680208,2022_08
1006124-DCA,161 10TH AVE,80,Manhattan,1006910033.0,Garage,104.0,10011.0,NYCDCWP,-74.0060125,40.7457046,2022_08
2067168-DCA,7911 41ST AVE,110,Queens,4014900018.0,Garage and Parking Lot,404.0,11373.0,NYCDCWP,-73.8860436,40.7462632,2022_08
2046942-DCA,142 E 31ST ST,550,Manhattan,1008860056.0,Garage,106.0,10016.0,NYCDCWP,-73.98034990000001,40.7439327,2022_08
0888537-DCA,345 E 86TH ST,56,Manhattan,1015490018.0,Garage,108.0,10028.0,NYCDCWP,-73.94993840000001,40.7774231,2022_08
0926765-DCA,160 LIVINGSTON ST,145,Brooklyn,3001640001.0,Parking Lot,302.0,11201.0,NYCDCWP,-73.9878481,40.6900651,2022_08
1416794-DCA,3702 COLLEGE POINT BLVD,135,Queens,4049630085.0,Parking Lot,407.0,11355.0,NYCDCWP,-73.83594670000001,40.7598195,2022_08
2097974-DCA,11 BROADWAY,144,Brooklyn,3024687501.0,Garage and Parking Lot,301.0,11249.0,NYCDCWP,-73.9678827,40.711325,2022_08
0976953-DCA,451 9TH AVE,154,Manhattan,1007330031.0,Parking Lot,104.0,10018.0,NYCDCWP,-73.9959358,40.7545071,2022_08
2068641-DCA,69 5TH AVE,32,Manhattan,1008427501.0,Garage,105.0,10003.0,NYCDCWP,-73.9931115,40.7361528,2022_08
0926761-DCA,184 LUDLOW ST,96,Manhattan,1004120048.0,Parking Lot,103.0,10002.0,NYCDCWP,-73.9871929,40.721824700000006,2022_08
2020396-DCA,436 E 83RD ST,44,Manhattan,1015627501.0,Garage,108.0,10028.0,NYCDCWP,-73.9490095,40.773917700000005,2022_08
0926757-DCA,174 CENTRE ST,93,Manhattan,1002070008.0,Parking Lot,102.0,10013.0,NYCDCWP,-73.99931459999999,40.718485,2022_08
2060785-DCA,845 UNITED NATIONS PLZ,76,Manhattan,1013407501.0,Garage,106.0,10017.0,NYCDCWP,-73.96781949999999,40.7525622,2022_08
2079998-DCA,1 BLUE SLIP,162,Brooklyn,3024720080.0,Garage,301.0,11222.0,NYCDCWP,-73.9597297,40.736903600000005,2022_08
2086774-DCA,13633 37TH AVE,102,Queens,4049777503.0,Garage,407.0,11354.0,NYCDCWP,-73.8300243,40.76220429999999,2022_08
2011390-DCA,1425 37TH ST,107,Brooklyn,3053490001.0,Parking Lot,312.0,11218.0,NYCDCWP,-73.98175690000001,40.6401258,2022_08
2096417-DCA,950 WESTCHESTER AVE,120,Bronx,2027037501.0,Garage,202.0,10459.0,NYCDCWP,-73.89609159999999,40.8221839,2022_08
1233573-DCA,20 E 9TH ST,134,Manhattan,1005660018.0,Garage,102.0,10003.0,NYCDCWP,-73.99499909999999,40.732077000000004,2022_08
1328283-DCA,351 E 83RD ST,138,Manhattan,1015460023.0,Garage,108.0,10028.0,NYCDCWP,-73.95090040000001,40.7753485,2022_08
1153766-DCA,1104 2ND AVE,227,Manhattan,1013510001.0,Garage,106.0,10022.0,NYCDCWP,-73.96422779999999,40.76016679999999,2022_08
0979174-DCA,240 VANDERBILT AVE,33,Brooklyn,3020920053.0,Garage and Parking Lot,302.0,11205.0,NYCDCWP,-73.9695804,40.6902154,2022_08
2050949-DCA,200 CENTRAL PARK S,198,Manhattan,1010290036.0,Garage,105.0,10019.0,NYCDCWP,-73.9799788,40.7661377,2022_08
2066878-DCA,13618 41ST AVE,197,Queens,4050447501.0,Garage and Parking Lot,407.0,11355.0,NYCDCWP,-73.82831230000001,40.758348100000006,2022_08
0365792-DCA,6861 YELLOWSTONE BLVD,80,Queens,4022110001.0,Garage,406.0,11375.0,NYCDCWP,-73.84668620000001,40.7250116,2022_08
0949204-DCA,4202 23RD ST,100,Queens,4004260075.0,Parking Lot,402.0,11101.0,NYCDCWP,-73.9428879,40.7508947,2022_08
2064173-DCA,1579 UNDERCLIFF AVE,72,Bronx,2028800135.0,Garage and Parking Lot,205.0,10453.0,NYCDCWP,-73.9230837,40.8482277,2022_08
2090767-DCA,2148 WEBSTER AVE,100,Bronx,2030300041.0,Parking Lot,206.0,10457.0,NYCDCWP,-73.89671440000001,40.8538666,2022_08
0368157-DCA,435 W 57TH ST,55,Manhattan,1010670012.0,Garage,104.0,10019.0,NYCDCWP,-73.98704670000001,40.7688587,2022_08
2100121-DCA,205 STATE ST,131,Brooklyn,3002710001.0,Garage,302.0,11201.0,NYCDCWP,-73.9906462,40.690123,2022_08
1159592-DCA,308 GREENWICH ST,232,Manhattan,1001420025.0,Garage,101.0,10013.0,NYCDCWP,-74.0108694,40.719519299999995,2022_08
0369751-DCA,404 E 70TH ST,190,Manhattan,1014640030.0,Parking Lot,108.0,10021.0,NYCDCWP,-73.9560913,40.7658813,2022_08
2025873-DCA,31 NAGLE AVE,110,Manhattan,1021710012.0,Parking Lot,112.0,10040.0,NYCDCWP,-73.9296647,40.8593754,2022_08
0801652-DCA,5 E 22ND ST,86,Manhattan,1008517501.0,Garage,105.0,10010.0,NYCDCWP,-73.9888889,40.7407939,2022_08
2045345-DCA,22 E 1ST ST,50,Manhattan,1004570128.0,Garage,103.0,10003.0,NYCDCWP,-73.9907965,40.7249294,2022_08
0927031-DCA,155 E 76TH ST,70,Manhattan,1014110023.0,Garage,108.0,10021.0,NYCDCWP,-73.95953100000001,40.77292,2022_08
0901540-DCA,11-Sep W 100TH ST,75,Manhattan,1018360027.0,Garage,107.0,10025.0,NYCDCWP,-73.96323050000001,40.7946596,2022_08
1283493-DCA,236 E 27TH ST,65,Manhattan,1009070040.0,Garage,106.0,10016.0,NYCDCWP,-73.9798421,40.740488,2022_08
1061198-DCA,101 W END AVE,166,Manhattan,1011710061.0,Garage,107.0,10069.0,NYCDCWP,-73.98879649999999,40.7754655,2022_08
1001573-DCA,747 2ND AVE,130,Manhattan,1013140021.0,Garage,106.0,10017.0,NYCDCWP,-73.9733432,40.748957,2022_08
1465778-DCA,827 STERLING PL,450,Brooklyn,3012400049.0,Garage,308.0,11216.0,NYCDCWP,-73.95096140000001,40.6728373,2022_08
2100038-DCA,320 E 23RD ST,53,Manhattan,1009280040.0,Garage,106.0,10010.0,NYCDCWP,-73.97995859999999,40.7371778,2022_08
2100144-DCA,445 E 80TH ST,72,Manhattan,1015600021.0,Garage,108.0,10075.0,NYCDCWP,-73.9502238,40.7724416,2022_08
2099899-DCA,75 SMITH ST,64,Brooklyn,3001767501.0,Garage,302.0,11201.0,NYCDCWP,-73.98864520000001,40.6887971,2022_08
0736176-DCA,621 AMSTERDAM AVE,90,Manhattan,1012210001.0,Garage,107.0,10024.0,NYCDCWP,-73.972514,40.7903969,2022_08
2056044-DCA,699 W END AVE,54,Manhattan,1012520057.0,Garage,107.0,10025.0,NYCDCWP,-73.9746253,40.7939024,2022_08
0429204-DCA,4 E 76TH ST,86,Manhattan,1013900067.0,Garage,108.0,10021.0,NYCDCWP,-73.964924,40.774697700000004,2022_08
2025222-DCA,47 CHURCH ST,65,Manhattan,1000800004.0,Garage,101.0,10007.0,NYCDCWP,-74.010244,40.7111396,2022_08
1263167-DCA,55 W 25TH ST,85,Manhattan,1008270001.0,Garage,105.0,10010.0,NYCDCWP,-73.9912233,40.7443376,2022_08
2099960-DCA,4162 BROADWAY,163,Manhattan,1021450012.0,Parking Lot,112.0,10033.0,NYCDCWP,-73.93781740000001,40.8471277,2022_08
2050957-DCA,502 WAVERLY AVE,34,Brooklyn,3020117502.0,Garage,302.0,11238.0,NYCDCWP,-73.9660935,40.6830479,2022_08
0838371-DCA,215 W 95TH ST,77,Manhattan,1012437501.0,Garage,107.0,10025.0,NYCDCWP,-73.9716927,40.794017,2022_08
1460741-DCA,136 E 55TH ST,93,Manhattan,1013090050.0,Garage,106.0,10022.0,NYCDCWP,-73.96988459999999,40.75924620000001,2022_08
0986565-DCA,200 W 71ST ST,200,Manhattan,1011620029.0,Parking Lot,107.0,10023.0,NYCDCWP,-73.982788,40.777797799999995,2022_08
1247021-DCA,401 2ND AVE,72,Manhattan,1009049024.0,Garage,106.0,10010.0,NYCDCWP,-73.98084243,40.73799044,2022_08
0819247-DCA,225 W 83RD ST,107,Manhattan,1012317501.0,Garage,107.0,10024.0,NYCDCWP,-73.97735820000001,40.786368599999996,2022_08
1380047-DCA,201 E 87TH ST,218,Manhattan,1015330001.0,Garage,108.0,10128.0,NYCDCWP,-73.95283979999999,40.7796147,2022_08
1193002-DCA,1601 BROADWAY,159,Manhattan,1010200046.0,Garage,105.0,10019.0,NYCDCWP,-73.98507740000001,40.760618799999996,2022_08
2099962-DCA,555 W 59TH ST,190,Manhattan,1011517503.0,Parking Lot,107.0,10019.0,NYCDCWP,-73.9893965,40.7715982,2022_08
2021755-DCA,6575 SAUNDERS ST,132,Queens,4030860040.0,Garage,406.0,11374.0,NYCDCWP,-73.8571184,40.7274486,2022_08
0469004-DCA,161 W 82ND ST,15,Manhattan,1012130004.0,Parking Lot,107.0,10024.0,NYCDCWP,-73.9763367,40.7851031,2022_08
2099931-DCA,4 PARK AVE,150,Manhattan,1008630044.0,Garage,105.0,10016.0,NYCDCWP,-73.9819478,40.74686989999999,2022_08
1126970-DCA,110 CHURCH ST,88,Manhattan,1001260027.0,Garage,101.0,10007.0,NYCDCWP,-74.00950859999999,40.7137911,2022_08
2060566-DCA,56 LEONARD ST,29,Manhattan,1001767501.0,Garage,101.0,10013.0,NYCDCWP,-74.0062444,40.7176505,2022_08
0780839-DCA,721 10TH AVE,181,Manhattan,1010780023.0,Garage,104.0,10019.0,NYCDCWP,-73.9925527,40.76458289999999,2022_08
2096460-DCA,780 SAINT ANNS AVE,74,Bronx,2026187501.0,Garage,201.0,10456.0,NYCDCWP,-73.90986020000001,40.820125899999994,2022_08
1099297-DCA,205 3RD AVE,96,Manhattan,1008990001.0,Garage,106.0,10003.0,NYCDCWP,-73.9847762,40.735918700000006,2022_08
1130760-DCA,561 10TH AVE,71,Manhattan,1010700029.0,Garage,104.0,10036.0,NYCDCWP,-73.9962857,40.7593571,2022_08
1450060-DCA,404 W 37TH ST,166,Manhattan,1007340037.0,Garage,104.0,10018.0,NYCDCWP,-73.9954882,40.755193299999995,2022_08
1196302-DCA,300 E 55TH ST,25,Manhattan,1013477501.0,Garage,106.0,10022.0,NYCDCWP,-73.96607,40.7576559,2022_08
0789927-DCA,515 E 79TH ST,125,Manhattan,1015760014.0,Garage,108.0,10075.0,NYCDCWP,-73.9488276,40.771027399999994,2022_08
1317191-DCA,400 E 81ST ST,129,Manhattan,1015600001.0,Garage,108.0,10028.0,NYCDCWP,-73.9516385,40.7732052,2022_08
2046173-DCA,250 W 50TH ST,120,Manhattan,1010210001.0,Garage,105.0,10019.0,NYCDCWP,-73.98581709999999,40.7618265,2022_08
1159595-DCA,351 GREENWICH ST,318,Manhattan,1001807511.0,Garage,101.0,10013.0,NYCDCWP,-74.01010450000001,40.7185615,2022_08
1100843-DCA,111 LIVINGSTON ST,150,Brooklyn,3002660001.0,Garage,302.0,11201.0,NYCDCWP,-73.98980590000001,40.6914761,2022_08
1004129-DCA,55 W 125TH ST,47,Manhattan,1017230010.0,Garage,110.0,10027.0,NYCDCWP,-73.9441108,40.8075247,2022_08
1199393-DCA,610 BROADWAY,126,Manhattan,1005220001.0,Garage and Parking Lot,102.0,10012.0,NYCDCWP,-73.99613599999999,40.7255527,2022_08
1447270-DCA,45 WALL ST,87,Manhattan,1000260021.0,Garage and Parking Lot,101.0,10005.0,NYCDCWP,-74.0099187,40.706207299999996,2022_08
2047017-DCA,140 W 12TH ST,89,Manhattan,1006077503.0,Garage,102.0,10011.0,NYCDCWP,-74.0000072,40.736548299999995,2022_08
1013467-DCA,414 W 206TH ST,44,Manhattan,1022020017.0,Parking Lot,112.0,10034.0,NYCDCWP,-73.9182943,40.8630787,2022_08
2100273-DCA,85 E 158TH ST,150,Bronx,2024830068.0,Garage,204.0,10451.0,NYCDCWP,-73.9261546,40.826719399999995,2022_08
2021453-DCA,920 WESTCHESTER AVE,52,Bronx,2026977501.0,Garage and Parking Lot,202.0,10459.0,NYCDCWP,-73.8973897,40.821526299999995,2022_08
2078637-DCA,22 SMITH ST,50,Brooklyn,3001540026.0,Parking Lot,302.0,11201.0,NYCDCWP,-73.9879813,40.6909325,2022_08
1181110-DCA,75 WEST ST,38,Manhattan,1000550014.0,Parking Lot,101.0,10006.0,NYCDCWP,-74.0144963,40.7090229,2022_08
1343881-DCA,80 BEEKMAN ST,661,Manhattan,1000940002.0,Garage,101.0,10038.0,NYCDCWP,-74.005075,40.7090896,2022_08
0469761-DCA,315 E 72ND ST,60,Manhattan,1014470009.0,Garage,108.0,10021.0,NYCDCWP,-73.9571797,40.7687609,2022_08
2093765-DCA,350 E 52ND ST,80,Manhattan,1013440030.0,Garage,106.0,10022.0,NYCDCWP,-73.96576809999999,40.7551252,2022_08
1331651-DCA,305 E 24TH ST,146,Manhattan,1009300001.0,Garage,106.0,10010.0,NYCDCWP,-73.9797777,40.738676399999996,2022_08
2025565-DCA,200 E 90TH ST,109,Manhattan,1015350003.0,Garage and Parking Lot,108.0,10128.0,NYCDCWP,-73.95197579999999,40.780989399999996,2022_08
1124818-DCA,200 E 89TH ST,70,Manhattan,1015347501.0,Garage,108.0,10128.0,NYCDCWP,-73.95240229999999,40.7805093,2022_08
0365110-DCA,9636 SPRINGFIELD BLVD,63,Queens,0.0,Parking Lot,413.0,11429.0,NYCDCWP,-73.73535101,40.71815068,2022_08
0691393-DCA,50 W 97TH ST,114,Manhattan,1018320043.0,Garage,107.0,10025.0,NYCDCWP,-73.9659076,40.792807700000004,2022_08
2090217-DCA,10 COLUMBUS CIR,662,Manhattan,1010497501.0,Garage,104.0,10019.0,NYCDCWP,-73.9830936,40.7684685,2022_08
1185631-DCA,410 E 54TH ST,182,Manhattan,1013650009.0,Garage,106.0,10022.0,NYCDCWP,-73.96353,40.7556762,2022_08
1127867-DCA,57 W 53RD ST,225,Manhattan,1012690001.0,Garage,105.0,10019.0,NYCDCWP,-73.97847469999999,40.7619654,2022_08
0760927-DCA,2450 HOFFMAN ST,25,Bronx,2030660031.0,Parking Lot,206.0,10458.0,NYCDCWP,-73.8873253,40.856879799999994,2022_08
1234298-DCA,569-573 LEXINGTON AVE,200,Manhattan,1013057501.0,Garage,106.0,10022.0,NYCDCWP,-73.9714234,40.756669200000005,2022_08
1416193-DCA,85 LIVINGSTON ST,160,Brooklyn,3002660012.0,Garage,302.0,11201.0,NYCDCWP,-73.9905162,40.6916546,2022_08
0760802-DCA,12 E 107TH ST,1000,Manhattan,1016120101.0,Garage,111.0,10029.0,NYCDCWP,-73.9503122,40.7942403,2022_08
2059578-DCA,375 HUDSON ST,100,Manhattan,1005990064.0,Garage and Parking Lot,102.0,10014.0,NYCDCWP,-74.00792320000001,40.728481200000004,2022_08
0731394-DCA,560 3RD AVE,300,Manhattan,1008930041.0,Garage,106.0,10016.0,NYCDCWP,-73.976866,40.748093100000006,2022_08
1181493-DCA,201 E 63RD ST,100,Manhattan,1014180001.0,Garage,108.0,10065.0,NYCDCWP,-73.9642582,40.7640973,2022_08
2036535-DCA,728-746 2ND AVE,235,Manhattan,1009457501.0,Garage,106.0,10016.0,NYCDCWP,-73.97283829999999,40.7480017,2022_08
0368705-DCA,101 E 13TH ST,46,Manhattan,1005590009.0,Garage,103.0,10003.0,NYCDCWP,-73.989554,40.7338552,2022_08
