licno,address,capacity,boro,bbl,factype,cd,zipcode,juris,longitude,latitude,TableDate
0427125-DCA,249 W 43RD ST,225,Manhattan,1010150010.0,Garage,105.0,10036.0,NYCDCWP,-73.98825440000002,40.7577152,2022_08
2103702-DCA,350 W 42ND ST,200,Manhattan,1010327501.0,Garage,104.0,10036.0,NYCDCWP,-73.9922719,40.757872,2022_08
1461273-DCA,724-732 AVENUE OF THE AMERICAS,150,Manhattan,1008250082.0,Garage,105.0,10010.0,NYCDCWP,-73.9921473,40.743253499999994,2022_08
0427913-DCA,103 W 108TH ST,125,Manhattan,1018630026.0,Garage,107.0,10025.0,NYCDCWP,-73.96237459999999,40.800983200000005,2022_08
1248142-DCA,14319 94TH AVE,52,Queens,4099890060.0,Parking Lot,412.0,11435.0,NYCDCWP,-73.8093927,40.698361799999994,2022_08
1441857-DCA,75 SCHERMERHORN ST,198,Brooklyn,3002690009.0,Parking Lot,302.0,11201.0,NYCDCWP,-73.990538,40.690938200000005,2022_08
2019275-DCA,3380 WHITE PLAINS RD,60,Bronx,2046290012.0,Parking Lot,212.0,10467.0,NYCDCWP,-73.8666985,40.874860299999995,2022_08
2048766-DCA,775 EAGLE AVE,77,Bronx,2026180043.0,Garage,201.0,10456.0,NYCDCWP,-73.9094733,40.820347999999996,2022_08
2082016-DCA,1981 SEDGWICK AVE,88,Bronx,2032300016.0,Garage,205.0,10453.0,NYCDCWP,-73.9165954,40.857116,2022_08
1452517-DCA,2338 CAMBRELENG AVE,20,Bronx,2030890022.0,Parking Lot,206.0,10458.0,NYCDCWP,-73.8854187,40.8535925,2022_08
0925848-DCA,272 SPRING ST,63,Manhattan,1005790035.0,Parking Lot,102.0,10013.0,NYCDCWP,-74.0067142,40.7254071,2022_08
2078121-DCA,116 NOSTRAND AVE,42,Brooklyn,3017370021.0,Garage,303.0,11205.0,NYCDCWP,-73.95303220000001,40.6962072,2022_08
0859390-DCA,516 W 112TH ST,77,Manhattan,1018837502.0,Garage,109.0,10025.0,NYCDCWP,-73.9642436,40.80456289999999,2022_08
0925245-DCA,38 HENRY ST,150,Manhattan,1002770037.0,Parking Lot,103.0,10002.0,NYCDCWP,-73.99589870000001,40.7126826,2022_08
2030398-DCA,1635 3RD AVE,301,Manhattan,1015377501.0,Garage,108.0,10128.0,NYCDCWP,-73.95067159999999,40.7820126,2022_08
1461260-DCA,41 SEAVER WAY,1790,Queens,4017870001.0,Garage,481.0,11368.0,NYCDCWP,-73.8516179,40.7558855,2022_08
0854269-DCA,4008 CRESCENT ST,12,Queens,4004070027.0,Parking Lot,401.0,11101.0,NYCDCWP,-73.9383849,40.7533709,2022_08
1076826-DCA,300 E 74TH ST,94,Manhattan,1014480003.0,Garage,108.0,10021.0,NYCDCWP,-73.9572117,40.7696063,2022_08
1343233-DCA,407 E 157TH ST,60,Bronx,2023790007.0,Garage,201.0,10451.0,NYCDCWP,-73.9146054,40.821850500000004,2022_08
2001637-DCA,1527 BLONDELL AVE,30,Bronx,2040830013.0,Parking Lot,211.0,10461.0,NYCDCWP,-73.8458694,40.8457762,2022_08
2048152-DCA,759 EAGLE AVE,53,Bronx,2026180047.0,Garage,201.0,10456.0,NYCDCWP,-73.9096727,40.8198376,2022_08
2087587-DCA,13620 BOOTH MEMORIAL AVE,147,Queens,4063710010.0,Garage,407.0,11355.0,NYCDCWP,-73.82841059,40.74683406,2022_08
1328126-DCA,3158-60 JEROME AVE,120,Bronx,2033220015.0,Garage and Parking Lot,207.0,10468.0,NYCDCWP,-73.887741,40.8761864,2022_08
2078124-DCA,110 BROADWAY,32,Brooklyn,3021310008.0,Garage,301.0,11249.0,NYCDCWP,-73.9649327,40.7101494,2022_08
2018017-DCA,324 E 11TH ST,8,Manhattan,1004520020.0,Parking Lot,103.0,10003.0,NYCDCWP,-73.98520699999999,40.7296498,2022_08
2098628-DCA,17810 WEXFORD TER,148,Queens,4099370001.0,Garage,408.0,11432.0,NYCDCWP,-73.7850714,40.7128827,2022_08
2030397-DCA,1601 3RD AVE,220,Manhattan,1015367501.0,Garage,108.0,10128.0,NYCDCWP,-73.95109090000001,40.7813596,2022_08
1416502-DCA,400 W 63RD ST,118,Manhattan,1011719148.0,Garage,107.0,10069.0,NYCDCWP,-73.99029143,40.77432381,2022_08
1461242-DCA,168-36 90TH AVE,253,Queens,4098000005.0,Garage,412.0,11432.0,NYCDCWP,-73.7924171,40.707749799999995,2022_08
0368502-DCA,143 W 40TH ST,150,Manhattan,1009930005.0,Garage,105.0,10018.0,NYCDCWP,-73.9872479,40.7547343,2022_08
1342832-DCA,105 DUANE ST,72,Manhattan,1001510001.0,Garage,101.0,10007.0,NYCDCWP,-74.0059773,40.715819700000004,2022_08
2100283-DCA,2239 ADAM CLAYTON POWELL JR BLVD,58,Manhattan,1019167503.0,Garage and Parking Lot,110.0,10027.0,NYCDCWP,-73.9449047,40.812891,2022_08
2097362-DCA,350 E 30TH ST,68,Manhattan,1009357501.0,Garage,106.0,10016.0,NYCDCWP,-73.9759193,40.7410966,2022_08
1307939-DCA,315 E 21ST ST,18,Manhattan,1009270009.0,Garage,106.0,10010.0,NYCDCWP,-73.98083570000001,40.73642589999999,2022_08
1416499-DCA,257 W 47TH ST,120,Manhattan,1010190008.0,Garage,105.0,10036.0,NYCDCWP,-73.9865502,40.760267600000006,2022_08
1313520-DCA,8802 SUTPHIN BLVD,58,Queens,4096880006.0,Parking Lot,412.0,11435.0,NYCDCWP,-73.80950820000001,40.7046585,2022_08
0819194-DCA,4241 WEBSTER AVE,56,Bronx,2033950054.0,Parking Lot,212.0,10470.0,NYCDCWP,-73.86325090000001,40.8967177,2022_08
1263704-DCA,3333 BROADWAY,360,Manhattan,1020010005.0,Garage,109.0,10031.0,NYCDCWP,-73.95683609999999,40.819826500000005,2022_08
2052975-DCA,2990 JEROME AVE,240,Bronx,2033210005.0,Garage,207.0,10468.0,NYCDCWP,-73.8888807,40.8736349,2022_08
2088486-DCA,1829 JEROME AVE,15,Bronx,2028610140.0,Parking Lot,205.0,10453.0,NYCDCWP,-73.91121509999999,40.849844,2022_08
2082736-DCA,17 E 54TH ST,225,Manhattan,1012900006.0,Garage,105.0,10022.0,NYCDCWP,-73.97439240000001,40.7608776,2022_08
0955802-DCA,4711 VAN DAM ST,47,Queens,4002530027.0,Parking Lot,402.0,11101.0,NYCDCWP,-73.9334834,40.742595,2022_08
1071284-DCA,630 W 246TH ST,54,Bronx,2059090825.0,Parking Lot,208.0,10471.0,NYCDCWP,-73.9109713,40.8915824,2022_08
2098613-DCA,2027 EMMONS AVE,182,Brooklyn,3087790053.0,Garage,315.0,11235.0,NYCDCWP,-73.9466415,40.5841375,2022_08
2030422-DCA,1751 2ND AVE,104,Manhattan,1015370022.0,Garage and Parking Lot,108.0,10128.0,NYCDCWP,-73.94971140000001,40.7816115,2022_08
1076844-DCA,40 E 94TH ST,110,Manhattan,1015057502.0,Garage,108.0,10128.0,NYCDCWP,-73.95496259999999,40.7855222,2022_08
2002027-DCA,3636 PRINCE ST,162,Queens,4049707501.0,Garage,407.0,11354.0,NYCDCWP,-73.8331568,40.761080799999995,2022_08
0977117-DCA,89 CHRYSTIE ST,116,Manhattan,1003040026.0,Garage,103.0,10002.0,NYCDCWP,-73.9944229,40.7176972,2022_08
1461227-DCA,92-30 165TH ST,601,Queens,4101510039.0,Garage,412.0,11433.0,NYCDCWP,-73.7946391,40.704213,2022_08
2098609-DCA,18230 WEXFORD TER,204,Queens,4099500009.0,Garage and Parking Lot,408.0,11432.0,NYCDCWP,-73.7798935,40.7144759,2022_08
2092453-DCA,120 UNION AVE,65,Brooklyn,3022380049.0,Garage and Parking Lot,301.0,11206.0,NYCDCWP,-73.9498708,40.704193100000005,2022_08
2059471-DCA,225 E 57TH ST,52,Manhattan,1013317502.0,Garage,106.0,10022.0,NYCDCWP,-73.9663395,40.7601564,2022_08
2103319-DCA,188 W 230TH ST,149,Bronx,2032640104.0,Parking Lot,208.0,10463.0,NYCDCWP,-73.9057739,40.876293100000005,2022_08
2096570-DCA,510 E 80TH ST,31,Manhattan,1015767501.0,Garage,108.0,10075.0,NYCDCWP,-73.9494193,40.7716013,2022_08
2057853-DCA,33 BOND ST,160,Brooklyn,3001667502.0,Garage and Parking Lot,302.0,11201.0,NYCDCWP,-73.98321490000001,40.688255700000006,2022_08
1010570-DCA,1 IRVING PL,198,Manhattan,1008707501.0,Garage,105.0,10003.0,NYCDCWP,-73.9892147,40.7346429,2022_08
2074624-DCA,635 W 131ST ST,100,Manhattan,1019980013.0,Garage,109.0,10027.0,NYCDCWP,-73.9584123,40.81843,2022_08
2098488-DCA,485 LEXINGTON AVE,100,Manhattan,1013010023.0,Garage,106.0,10017.0,NYCDCWP,-73.9734891,40.7540787,2022_08
2028650-DCA,1231 WEBSTER AVE,30,Bronx,2024270047.0,Garage and Parking Lot,204.0,10456.0,NYCDCWP,-73.90976359999999,40.8327296,2022_08
0927032-DCA,150 E 77TH ST,37,Manhattan,1014110053.0,Garage,108.0,10075.0,NYCDCWP,-73.95961740000001,40.7732906,2022_08
0367816-DCA,140-166 W 53RD ST,260,Manhattan,1010050001.0,Garage,105.0,10019.0,NYCDCWP,-73.9814816,40.7623886,2022_08
0769937-DCA,747 10TH AVE,107,Manhattan,1010799029.0,Garage,104.0,10019.0,NYCDCWP,-73.99150211,40.76509335,2022_08
0367984-DCA,35 E 61ST ST,129,Manhattan,1013760036.0,Garage,108.0,10065.0,NYCDCWP,-73.9693587,40.7646065,2022_08
1473105-DCA,206 E 59TH ST,225,Manhattan,1013320001.0,Garage,106.0,10022.0,NYCDCWP,-73.9662633,40.7609524,2022_08
2087601-DCA,10015 DITMARS BLVD,40,Queens,4016340001.0,Parking Lot,403.0,11369.0,NYCDCWP,-73.8696913,40.7702679,2022_08
2051515-DCA,3213 3RD AVE,58,Bronx,2023677502.0,Garage,203.0,10451.0,NYCDCWP,-73.9097036,40.8237214,2022_08
2002326-DCA,3083 WEBSTER AVE,49,Bronx,2033310057.0,Garage,207.0,10467.0,NYCDCWP,-73.8780129,40.8708299,2022_08
2097506-DCA,1305 YORK AVE,95,Manhattan,1014640028.0,Garage,108.0,10021.0,NYCDCWP,-73.9552793,40.7655406,2022_08
2072755-DCA,520 W 30TH ST,40,Manhattan,1007010016.0,Garage,104.0,10001.0,NYCDCWP,-74.0024363,40.7524321,2022_08
2051054-DCA,155 E 34TH ST,66,Manhattan,1008907501.0,Garage,106.0,10016.0,NYCDCWP,-73.97853029999999,40.746199600000004,2022_08
2065382-DCA,11 E LOOP RD,38,Manhattan,1013737507.0,Garage,108.0,10044.0,NYCDCWP,-73.95565450000001,40.7551025,2022_08
2017910-DCA,135 W 50TH ST,209,Manhattan,1010030005.0,Garage,105.0,10020.0,NYCDCWP,-73.9820559,40.7609504,2022_08
0900020-DCA,800 5TH AVE,150,Manhattan,1013760001.0,Garage and Parking Lot,108.0,10065.0,NYCDCWP,-73.97142690000001,40.7655046,2022_08
2099691-DCA,111 VARICK ST,20,Manhattan,1005780071.0,Garage,102.0,10013.0,NYCDCWP,-74.0063136,40.724597499999994,2022_08
2086010-DCA,450 WASHINGTON ST,166,Manhattan,1002240001.0,Garage,101.0,10013.0,NYCDCWP,-74.0107727,40.723889,2022_08
2054291-DCA,114 W 92ND ST,106,Manhattan,1012220040.0,Garage,107.0,10025.0,NYCDCWP,-73.97012322,40.79059662,2022_08
1313397-DCA,20 JAY ST,179,Brooklyn,3000190001.0,Garage,302.0,11201.0,NYCDCWP,-73.98707009999998,40.7041018,2022_08
2103645-DCA,666 5TH AVE,90,Manhattan,1012687502.0,Garage,105.0,10103.0,NYCDCWP,-73.97670649999999,40.7603703,2022_08
1030045-DCA,50 BATTERY PL,42,Manhattan,1000160015.0,Garage,101.0,10280.0,NYCDCWP,-74.0181639,40.7066674,2022_08
2083819-DCA,841 10TH AVE,86,Manhattan,1010840025.0,Garage,104.0,10019.0,NYCDCWP,-73.9897508,40.7683238,2022_08
2096488-DCA,505 UNION AVE,60,Brooklyn,3023150021.0,Garage,301.0,11211.0,NYCDCWP,-73.95219240000002,40.715777,2022_08
1214704-DCA,549 W 23RD ST,70,Manhattan,1006957503.0,Garage,104.0,10011.0,NYCDCWP,-74.0058828,40.748874799999996,2022_08
2073483-DCA,761 E 168TH ST,100,Bronx,2026630061.0,Parking Lot,203.0,10456.0,NYCDCWP,-73.90097990000001,40.8295989,2022_08
2096606-DCA,19 KENT AVE,275,Brooklyn,3022820001.0,Garage,301.0,11249.0,NYCDCWP,-73.95780440000001,40.722954,2022_08
1275883-DCA,2600 NETHERLAND AVE,706,Bronx,2057220475.0,Garage,208.0,10463.0,NYCDCWP,-73.9147422,40.8786797,2022_08
2101799-DCA,1745 BROADWAY,124,Manhattan,1010277504.0,Garage,105.0,10019.0,NYCDCWP,-73.982488,40.765246000000005,2022_08
2063931-DCA,247 METROPOLITAN AVE,81,Brooklyn,3023527502.0,Garage,301.0,11211.0,NYCDCWP,-73.9588553,40.715332200000006,2022_08
2102600-DCA,8808 JUSTICE AVE,252,Queens,4018420039.0,Garage,404.0,11373.0,NYCDCWP,-73.87518100000001,40.7369526,2022_08
2084845-DCA,242 W 53RD ST,184,Manhattan,1010240052.0,Garage,105.0,10019.0,NYCDCWP,-73.98407309999999,40.763560999999996,2022_08
2103450-DCA,2807 JACKSON AVE,388,Queens,4004200001.0,Garage,402.0,11101.0,NYCDCWP,-73.9386056,40.748949200000006,2022_08
2089543-DCA,4007 73RD ST,74,Queens,4013057501.0,Garage,404.0,11372.0,NYCDCWP,-73.89200509999999,40.746538,2022_08
2034864-DCA,302 2ND ST,32,Brooklyn,3009747504.0,Garage,306.0,11215.0,NYCDCWP,-73.985057,40.674252100000004,2022_08
2085374-DCA,3815 PUTNAM AVE W,80,Bronx,2032710125.0,Garage,208.0,10463.0,NYCDCWP,-73.8988685,40.8850181,2022_08
1345891-DCA,314 11TH AVE,181,Manhattan,1007010062.0,Garage,104.0,10001.0,NYCDCWP,-74.0032989,40.752802700000004,2022_08
2105315-DCA,1 BELL SLIP,139,Brooklyn,3024720200.0,Garage,301.0,11222.0,NYCDCWP,-73.95862890000001,40.7372408,2022_08
2018271-DCA,103 WARREN ST,400,Manhattan,1001427501.0,Garage,101.0,10007.0,NYCDCWP,-74.01211690000001,40.7156271,2022_08
2103198-DCA,110 E 42ND ST,77,Manhattan,1012967501.0,Garage,105.0,10017.0,NYCDCWP,-73.9770705,40.7514473,2022_08
2103218-DCA,81 FLEET PL,157,Brooklyn,3020610110.0,Garage,302.0,11201.0,NYCDCWP,-73.9813277,40.693207,2022_08
2081320-DCA,415 W 45TH ST,100,Manhattan,1010550023.0,Garage,104.0,10036.0,NYCDCWP,-73.991925,40.7608939,2022_08
2100664-DCA,150 AMSTERDAM AVE,115,Manhattan,1011587507.0,Garage,107.0,10023.0,NYCDCWP,-73.98457940000002,40.7754046,2022_08
2096718-DCA,100 RIVERSIDE BLVD,48,Manhattan,1011717505.0,Garage,107.0,10069.0,NYCDCWP,-73.9894861,40.7757016,2022_08
2051479-DCA,3560 WEBSTER AVE,100,Bronx,2033607501.0,Garage,212.0,10467.0,NYCDCWP,-73.8702119,40.8810755,2022_08
0894307-DCA,1527 62ND ST,50,Brooklyn,3055230016.0,Parking Lot,311.0,11219.0,NYCDCWP,-73.9943478,40.624901799999996,2022_08
2037952-DCA,1731 YORK AVE,92,Manhattan,1015700021.0,Garage and Parking Lot,108.0,10128.0,NYCDCWP,-73.945572,40.7788484,2022_08
2051619-DCA,787 7TH AVE,86,Manhattan,1010040020.0,Garage,105.0,10019.0,NYCDCWP,-73.9817958,40.7616942,2022_08
2012211-DCA,3775 10TH AVE,65,Manhattan,1021990001.0,Garage,112.0,10034.0,NYCDCWP,-73.9207004,40.8614885,2022_08
2054449-DCA,11045 QUEENS BLVD,87,Queens,4022380001.0,Garage and Parking Lot,406.0,11375.0,NYCDCWP,-73.83882320000001,40.719717200000005,2022_08
2053117-DCA,906 UNION ST,70,Brooklyn,3010660024.0,Garage,306.0,11215.0,NYCDCWP,-73.9716541,40.6727263,2022_08
1372235-DCA,319 SAINT MARKS PL,98,Staten Island,0.0,Parking Lot,501.0,10301.0,NYCDCWP,-74.07832927,40.6423019,2022_08
2093210-DCA,21 COOK ST,94,Brooklyn,3031137501.0,Garage,301.0,11206.0,NYCDCWP,-73.9432069,40.7026639,2022_08
2053057-DCA,411 W 55TH ST,175,Manhattan,1010650025.0,Garage,104.0,10019.0,NYCDCWP,-73.9872347,40.76711029999999,2022_08
2051271-DCA,148 E 33RD ST,149,Manhattan,1008880051.0,Garage,106.0,10016.0,NYCDCWP,-73.97972159999999,40.7452336,2022_08
2048095-DCA,401 W 110TH ST,148,Manhattan,1018650041.0,Garage,109.0,10025.0,NYCDCWP,-73.961377,40.802121899999996,2022_08
2053071-DCA,35 E 75TH ST,72,Manhattan,1013900023.0,Garage,108.0,10021.0,NYCDCWP,-73.9635345,40.7738217,2022_08
2053072-DCA,205 W 101ST ST,300,Manhattan,1018730027.0,Garage,107.0,10025.0,NYCDCWP,-73.9684803,40.797674799999996,2022_08
